step,time_ns,rg_A,end_to_end_A,lead_z_A,tail_z_A,dna_COM_z_A,lead_radius_A,lead_above_cis_CA_plane_A,c1_below_trans_CA_plane,minimum_DNA_protein_heavy_A,contact_pairs_3p5A,contacting_DNA_residues_3p5A,contacting_protein_atoms_3p5A,stacked_adjacent_pairs_ring_centers,dna_max_bond_A,nearest_DNA_image_A
3175000,3.175,28.44672106766079,57.46308337442055,87.99726466528338,145.34333671408598,114.22089791085719,12.366820536137151,11.324640397267359,0,2.5804652357202547,11,3,8,7,1.6511368953503995,102.79184581201176
3200000,3.1999999999999997,28.585767320601583,59.52310002550545,85.97302395783831,145.44360990605307,114.19076678924688,12.395541242829864,9.300399689822285,0,2.814157735761134,7,3,5,8,1.641116435036061,101.06150657133398
3225000,3.2249999999999996,28.238884344181116,58.1531168413924,86.67287566843015,144.71973239637845,113.4809838927717,11.81383270860651,10.000251400414129,0,2.6322081660155834,18,3,10,8,1.6473617093601185,102.13739042908767
3250000,3.25,27.861036877953378,56.14071628642016,86.46903323276857,142.57969585466,112.84622343574739,10.821157915817407,9.796408964752544,0,2.6883090575784876,12,3,9,6,1.643568156041529,100.07528316131231
3275000,3.275,28.061005626450896,55.9396289459146,87.22245386028376,143.0710896012816,112.92518569406406,11.45034150613296,10.549829592267741,0,2.6915284354371716,11,3,8,9,1.66529530131493,98.87653456558621
3300000,3.3,27.91489721220307,55.23241485051892,87.99723374252683,143.1158408535633,112.58967594948817,10.765740749525289,11.324609474510808,0,2.5695382474863813,12,3,8,9,1.644841291589091,98.10348593669467
3325000,3.3249999999999997,27.890481657420153,55.41595903093652,87.23722440251439,142.54088485984715,112.24470373553815,10.59479542277595,10.564600134498363,0,2.6107894378675445,12,3,11,8,1.6650784366904503,99.66815238896962
3350000,3.3499999999999996,27.844412950151874,53.62882877395076,87.70787618092905,141.1513867832851,111.88169653265433,10.362161353027535,11.035251912913026,0,2.6974234414900793,16,4,12,8,1.6545739822522427,97.54538165863214
3375000,3.375,27.98078404855347,52.98816587845816,89.43656821069982,142.05620102793202,112.43788833716668,10.908812463484619,12.763943942683795,0,2.6132377448863378,14,3,11,8,1.6403787042429696,97.91772616552807
3400000,3.4,27.852576593249932,52.46729338105007,89.93398621898169,142.11450513891836,112.22398900309116,10.56776308770416,13.261361950965664,0,2.5444258199402054,11,3,10,8,1.6504763556189341,99.71801673437419
3425000,3.425,28.09915580415896,54.35365191430773,88.70284432706666,142.93029648306523,112.64970265735839,10.678265915779733,12.030220059050635,0,2.6284198835867514,16,3,12,10,1.6356944318372728,101.0408909702885
3450000,3.4499999999999997,27.739029833123656,53.736029861122056,88.97015812794203,142.54951797193294,112.17038793765916,10.986448459738988,12.297533859926006,0,2.7335429253174754,16,3,12,9,1.6507378105584842,101.29398402906583
3475000,3.4749999999999996,27.838795751632038,54.096801824193435,88.75557318985082,142.71234272205905,112.15452644627487,9.961004837071776,12.082948921834799,0,2.5236112356320466,14,4,10,7,1.648728411048322,100.41605188148854
3500000,3.5,27.75505085079118,54.25954992442501,88.27392943136843,142.39578581149684,111.8724676127379,11.926601443602006,11.601305163352407,0,2.7350821402584353,16,4,11,8,1.6336488040477468,100.34408215667406
3525000,3.525,27.927457403272964,54.390959748342,88.23388674227641,142.50926289157402,112.39814883541084,11.47996303407843,11.561262474260388,0,2.708868519697622,10,3,6,7,1.6709379575792642,100.47394756175069
3550000,3.55,27.9497864620478,54.57689652572322,87.73348194745802,142.16783628455516,112.31305977670917,11.002223626153254,11.060857679441995,0,2.8389762413361215,18,3,11,10,1.648516882969947,99.00525968986416
3575000,3.5749999999999997,27.863822997676984,54.63379887694519,87.16556357683417,141.65867922974357,112.44620400006644,12.357461910601062,10.492939308818151,0,2.6237888571747248,9,3,7,10,1.643441896204199,101.93463716539728
3600000,3.5999999999999996,27.663882715464045,55.0248470788033,87.55098880486148,142.41931818985478,111.9908873446343,11.69106878809971,10.878364536845453,0,2.644654152013133,17,3,13,9,1.6562823706368206,101.51195976959225
3625000,3.625,27.61592384817818,56.0780949408717,86.47707898020616,142.39604462508086,111.92896061798058,11.235313468291405,9.804454712190136,0,2.6585479591591317,12,3,10,9,1.6555221046564388,100.55145210018046
3650000,3.65,27.607224387274478,56.062817888666125,86.27215636601375,142.19302917789958,111.72433187407685,10.442253332374396,9.599532097997724,0,2.6519764843467835,14,3,11,8,1.6686877095504997,100.87166231351296
3675000,3.675,27.793918952010785,53.25241475663957,87.62807643770094,140.66989112406267,111.71931546081277,9.657944355659815,10.955452169684918,0,2.6175351443264,18,3,15,3,1.660514309992567,98.720819598478
3700000,3.6999999999999997,27.414532296635482,53.3791874016621,87.7020174503188,140.921001383574,111.45104941581207,9.562301512601604,11.029393182302783,0,2.6762892213420013,12,3,9,7,1.6507146281670786,98.78375545674142
3725000,3.7249999999999996,26.91929644420993,53.28702948028798,87.8848807174785,141.02122033200723,111.13373085201877,10.226487749608006,11.212256449462473,0,2.5830789159668606,15,3,13,8,1.6680726051983708,100.08700489708605
3750000,3.75,26.695386308153964,50.4823426686916,88.8733813925548,139.12775391266555,110.53307916770318,10.019787049729338,12.200757124538782,0,2.6094720103518427,12,3,11,7,1.6670293635783993,99.8822494667267
3775000,3.775,27.05944017736571,53.27012833477113,87.736241337304,140.7541181197547,110.74370805810885,10.662170944534218,11.063617069287972,0,2.813459430317802,9,2,8,10,1.6328543678619114,97.89336325521195
3800000,3.8,26.812195238779477,52.190917805861424,87.52312960551629,139.44015580785458,110.19198334660842,10.570223540857816,10.850505337500266,0,2.6897863397297246,13,3,10,7,1.6664006786779306,99.90921040858149
3825000,3.8249999999999997,26.744211880365132,52.424775973928035,87.22602929023745,139.41917002733658,110.18461177197639,10.654387643661831,10.553405022221426,0,2.8750605082597778,9,3,8,11,1.6672109843258809,101.7498082236835
3850000,3.8499999999999996,26.76588054731596,52.03767459212552,87.66872249602477,139.4384769817636,110.1117716441309,10.298536806998886,10.996098228008748,0,2.509998426150707,16,3,13,9,1.646419467484518,101.10912181448876
3875000,3.875,26.83838956346049,51.46291281985351,87.622853412728,138.75467262817136,110.19379339049408,11.47676069054964,10.950229144711983,0,2.650905603214816,13,3,10,10,1.6434519826249259,99.95403201343854
3900000,3.9,26.902330014892907,53.15881553712232,85.95081834628247,138.75905951813806,109.95162759275883,12.435829399225941,9.278194078266452,0,2.7254525597750674,13,3,10,14,1.665947858597192,100.9126281639584
3925000,3.925,26.971147227460914,52.048103709580346,86.39932637873379,138.01951276107806,109.63309190077264,12.653906751045808,9.726702110717767,0,2.675222888491002,14,3,11,11,1.6510127206407286,99.17125056978827
3950000,3.9499999999999997,26.94345477880097,53.19681176422029,85.29151517055917,138.291879198451,109.44568548003053,10.90758413552452,8.618890902543143,0,2.724921208692877,13,3,11,11,1.6548147881825594,99.25563390963389
3975000,3.9749999999999996,27.102131877847086,51.82833697826934,87.10112965009554,138.63765956891112,109.86606203440735,10.040560861116779,10.428505382079521,0,2.795291410258083,12,3,10,4,1.631042319069212,99.8562698577263
4000000,4.0,26.970749051035906,51.45754007206655,88.39557381873769,139.76009001054587,110.43949030844075,10.548121113103898,11.722949550721665,0,2.8130990562313842,12,3,8,8,1.6571193374805733,98.40071190607594
4025000,4.0249999999999995,27.194664217972328,51.158918782177295,89.03931907733102,140.0542870924987,110.72198648667793,9.73120996226112,12.366694809314993,0,2.786115520304909,20,3,12,7,1.6379911040744533,97.5708588144711
4050000,4.05,27.444375416053415,52.40037159215311,87.91421840327806,140.17166974502524,110.52874897569404,9.805120052950087,11.241594135262034,0,2.789095435221146,13,3,10,9,1.6421545721107298,98.26426644524928
4075000,4.075,27.492563384503672,51.84249155769779,88.65321539635595,140.36189392782762,110.76186274226748,9.348635079938433,11.980591128339924,0,2.78273818136123,12,3,10,8,1.6532411698983467,99.4327406308629
4100000,4.1,27.705844108122214,52.51782499302091,89.0487643956584,141.42208953731887,110.88153660267622,9.690648178001602,12.376140127642373,0,2.7841018221939287,16,3,11,7,1.6483411318018446,100.17822744729455
4125000,4.125,27.809999480741094,53.46946103758241,88.19361083816045,141.62766582921356,111.26393846970461,11.19728592938597,11.52098657014443,0,2.556136528133217,14,3,10,7,1.6538559697890016,101.69364211187855
4150000,4.1499999999999995,27.80350083139403,53.981247878636445,87.69197855097454,141.65262839281195,110.99439522815618,10.525388878022934,11.019354282958517,0,2.623070643919302,12,3,8,8,1.6562066325461813,103.53578000388951
4175000,4.175,27.435617196072563,52.555452898360166,88.3380680342882,140.89225771529237,110.97037543855014,10.369287123395559,11.665443766272176,0,2.5812239774403802,12,3,10,5,1.6492172603344648,102.68843673820011
4200000,4.2,27.36037899042675,52.284546366254304,89.3689629852314,141.6505007220081,111.27167934361003,10.095521200363997,12.696338717215383,0,2.7346465962225612,8,3,7,6,1.6301167149953009,102.10013960042635
4225000,4.225,27.498648557253656,51.124750155781335,90.06328111865085,141.18528447056093,111.47982882254746,10.540559962411049,13.390656850634826,0,2.74243275603897,11,3,7,6,1.6682583524789933,101.37180348304722
4250000,4.25,27.302957929661954,49.60885677602885,90.74647776405828,140.34835725342427,111.6447902935766,11.330120585021222,14.073853496042261,0,2.663764785137221,17,3,12,6,1.6653713847701792,102.99139246828575
4275000,4.2749999999999995,27.35265472796691,49.9046792624775,90.40440760773654,140.30549060296673,111.3773094662006,12.379338081056286,13.731783339720522,0,2.618245558433442,12,3,8,6,1.6489435057336002,102.31990192195337
4300000,4.3,27.322104644607027,51.114254348660175,89.05522862821088,140.16590367587418,111.39094695416871,11.723021294234293,12.382604360194861,0,2.642709106789319,12,3,8,9,1.6455853537537604,102.0294727206563
4325000,4.325,27.487884201668408,51.152768054925836,89.28255611681998,140.4261576905403,111.64215223045805,11.636816040084385,12.609931848803953,0,2.713408361640071,12,2,8,7,1.6371014092259857,101.3101897015767
4350000,4.35,27.288694299639754,51.924151723362364,87.97342978300915,139.84928248589995,111.15154606702936,10.182421958954512,11.30080551499313,0,2.7830791759747173,14,2,12,9,1.6485594322585595,102.18809073794606
4375000,4.375,26.855331462686216,50.23273347281125,89.20463126648482,139.30028172525562,111.05261094899245,9.418548212046872,12.532006998468802,0,2.809637038499213,12,3,10,9,1.6701501162872339,103.43474354286627
4400000,4.3999999999999995,27.070331176397787,51.398356566073325,88.98714619707062,140.193841795048,111.29429229620604,9.305073291095596,12.314521929054592,0,2.6350669193251455,15,3,9,9,1.664872812299125,102.48568596549978
4425000,4.425,27.293660990138758,52.52186238223104,88.51272946495556,140.78817785857387,110.88308798399456,8.874227290429655,11.840105196939533,0,2.6851104572223146,12,3,9,9,1.658374064912336,101.23612405624522
4450000,4.45,27.391766230468072,52.47493627915521,89.698782954877,141.8569218715788,111.55273247370208,9.453882392715503,13.026158686860981,0,2.8751201786731104,8,2,6,11,1.6520758819463108,100.30626148016552
4475000,4.475,27.51163389572387,54.00088237020079,89.46684977738599,143.22358918258715,111.53290090485204,9.215148338470842,12.794225509369966,0,2.8416217865552644,9,2,6,9,1.6582692575269993,100.84379911099053
4500000,4.5,27.31451196008031,53.468372314769994,89.32824883235067,142.69421371507707,111.2496964018744,9.94695277410405,12.655624564334644,0,2.691997503844974,13,2,10,7,1.6576631134391508,101.65366210489562
4525000,4.5249999999999995,27.216086123650378,52.59434962320646,90.15198995517133,142.4067757430554,111.15666025491635,8.588233287214452,13.479365687155308,0,2.7354778521427927,9,2,8,7,1.6535667465201,99.70029794966811
4550000,4.55,26.98434194849623,51.309413961425626,90.58205101840795,141.5341332747919,111.02379896441683,8.675916128155412,13.90942675039193,0,2.7254395142720385,9,2,9,13,1.6707451914391742,97.81262174004414
4575000,4.575,27.159371081613738,52.16372513591889,89.81766655320344,141.66321514900176,110.90231076073422,8.442636553913909,13.145042285187415,0,2.777930619455584,11,2,9,6,1.642213716464771,99.73349506160604
4600000,4.6,27.222239439035803,52.27639161292877,88.78631746151784,140.869251906566,110.43516059535287,9.179961680806736,12.113693193501817,0,3.1317163217504755,10,2,10,8,1.6377364583426752,99.76307283512504
4625000,4.625,27.220784531585423,52.546333833087395,88.50865680777201,140.8700993611251,110.56368260244884,9.392146513466933,11.83603253975599,0,2.9131115923896953,13,2,9,8,1.6491310940445683,99.82176109721637
4650000,4.6499999999999995,27.52407203722971,54.43890527051266,88.76271831940974,142.59956705201714,110.75088867878874,7.328930987446955,12.09009405139372,0,2.721981147525299,11,2,9,9,1.6373791817752215,99.34500241671617
4675000,4.675,27.8358823906504,54.69921172580135,88.92137342150642,142.72507109968404,110.81274609687482,6.541923664935499,12.248749153490394,0,3.1004525294065712,5,2,4,6,1.6641752056110668,100.53855595767625
4700000,4.7,27.808780073659012,55.81382315372096,88.52850253035064,143.60351424520687,110.85502426533817,7.263463833780018,11.855878262334613,0,2.6318098463512913,9,2,8,6,1.665176122600213,101.09506589438621
4725000,4.725,27.326969322649617,55.191557728295585,88.4362370732726,142.77235415368466,110.39617073803478,7.102276542341273,11.763612805256571,0,2.6413662219002325,10,2,9,6,1.6631104736102373,101.27481954613167
4750000,4.75,27.3375966711877,55.246394121323306,87.91936019356034,142.43053900969858,110.461468666986,6.874472930215978,11.246735925544314,0,2.7434593813595702,11,3,8,8,1.6323289215383319,101.05810229163998
4775000,4.7749999999999995,27.08863172850545,55.0193471209483,87.78285000112419,142.1873663671722,110.00196293779562,6.5224108766910325,11.110225733108166,0,2.8204830055751366,11,2,9,6,1.6456357281559273,101.97614492629461
4800000,4.8,26.850881587496715,54.416880144737384,87.92868026656855,141.78238565295197,110.24058390121151,6.66620108973358,11.256055998552526,0,2.7397736205223415,10,2,10,6,1.65211078085307,100.29412212375468
4825000,4.825,27.12588638742486,55.012864224101676,88.22978715335313,142.14747898504595,110.56326119808354,5.496134523418014,11.557162885337107,0,2.671479914082621,8,2,6,5,1.6368076365525985,103.5996102796552
4850000,4.85,27.18843378861017,54.88847638304871,88.43468641428522,142.41839552473908,110.52788531947687,5.992227898737902,11.762062146269201,0,2.7827889309314364,15,2,10,7,1.658716731330767,103.93423988926692
4875000,4.875,27.41033072205364,54.87160234803326,89.40667896716896,143.292548162755,110.34407904211008,6.069031747021727,12.734054699152935,0,2.9880182695537303,11,3,10,6,1.655278593185021,102.74479733010432
4900000,4.8999999999999995,27.50096587208345,56.4412530212532,87.99707622282119,143.35863809552677,109.74282393083175,5.8667441112472805,11.32445195480517,0,2.941918393453086,11,2,8,7,1.6497631290627277,104.37891609529458
4925000,4.925,27.23758657084424,55.66194524658837,88.23452344454608,142.78915518345886,110.06753948785975,5.627398958157632,11.561899176530062,0,2.842305501898144,9,2,5,8,1.6528704292422565,104.19322732838968
4950000,4.95,27.164166699717892,54.547110468583675,88.67912851568195,141.82559443144152,110.28687554304574,4.366466895420134,12.00650424766593,0,2.816627768132923,7,3,6,9,1.6609549550103693,105.13261165308674
4975000,4.975,27.101477704240065,55.77426509729388,88.12662062555543,142.66807259975963,110.43229859039312,5.613529869362396,11.45399635753941,0,2.6680295417138487,10,3,7,9,1.647098174475333,105.14696340813339
5000000,5.0,26.864544517977844,54.9232621982241,88.25947906163324,141.91818348732957,110.33034621454192,4.9297671964162335,11.58685479361722,0,2.7212872752047037,15,3,9,9,1.6634492451482064,105.8873652544046
