sequence,window_time_ns,source_time_ns,rg_A,end_to_end_A,c1_contour_A,extension_fraction,shape_anisotropy,adjacent_stacks,nonadjacent_stacks,unstacked_neighbor_fraction,unstacked_any_fraction,syn_fraction,outward_projection_mean,nonlocal_contact_pairs,base_base_hbonds,all_interresidue_hbonds,max_DNA_bond_A
dA40,4.15,49.15,25.700937,52.59472,263.71437,0.19943821,0.55413974,13,3,0.475,0.35,0.675,0.21260257,28,5,10,1.6440461
dA40,4.16,49.16,25.581494,51.808028,266.55537,0.19436122,0.55464228,12,3,0.525,0.4,0.575,0.23209825,29,3,8,1.6563345
dA40,4.17,49.17,25.466328,51.848321,264.70362,0.19587311,0.55324122,13,4,0.475,0.3,0.7,0.22411634,29,5,7,1.6560871
dA40,4.18,49.18,25.219278,50.989832,261.65005,0.19487798,0.54326075,11,4,0.55,0.375,0.6,0.26606189,28,4,7,1.6423988
dA40,4.19,49.19,25.353187,51.294009,265.8322,0.19295635,0.54491424,9,3,0.6,0.525,0.575,0.23905632,31,3,8,1.6861189
dA40,4.2,49.2,25.461742,52.425316,266.30087,0.19686498,0.54209763,12,3,0.475,0.4,0.55,0.26667667,31,5,9,1.6329141
dA40,4.21,49.21,25.198834,50.605107,263.2522,0.19223052,0.54065501,13,4,0.475,0.375,0.525,0.24801516,30,5,7,1.6621327
dA40,4.22,49.22,25.431531,51.243322,265.14202,0.19326745,0.54912249,12,3,0.5,0.425,0.65,0.2361174,30,3,6,1.6412519
dA40,4.23,49.23,25.178547,51.444923,264.26745,0.19466992,0.54750504,12,3,0.475,0.35,0.7,0.22631688,29,2,4,1.655076
dA40,4.24,49.24,25.130286,51.689118,261.40945,0.1977324,0.54972361,14,4,0.45,0.275,0.575,0.21406507,32,4,8,1.6445473
dA40,4.25,49.25,25.067941,49.204508,260.511,0.18887689,0.55389978,14,4,0.45,0.3,0.525,0.20988807,32,5,9,1.6576221
dA40,4.26,49.26,25.063406,48.589787,264.24831,0.18387927,0.54414917,13,3,0.475,0.3,0.625,0.20663645,30,6,8,1.637433
dA40,4.27,49.27,25.068077,49.898918,262.33124,0.1902134,0.54851073,15,4,0.4,0.225,0.575,0.20366328,28,4,8,1.6431582
dA40,4.28,49.28,24.694812,47.416387,261.86086,0.18107474,0.54136838,16,4,0.375,0.225,0.575,0.18766601,28,3,6,1.677952
dA40,4.29,49.29,24.885621,48.207169,261.0001,0.18470173,0.52673402,12,4,0.475,0.275,0.6,0.19781843,29,6,10,1.6491782
dA40,4.3,49.3,24.977851,47.064924,260.02616,0.18100073,0.52293093,15,4,0.4,0.225,0.55,0.2017402,27,4,7,1.6713479
dA40,4.31,49.31,25.060772,48.840879,262.6933,0.18592358,0.51695855,12,4,0.5,0.3,0.675,0.17894147,28,5,8,1.6481264
dA40,4.32,49.32,24.93799,48.558093,264.63252,0.18349254,0.51427714,12,3,0.475,0.3,0.575,0.17156281,28,5,7,1.6337728
dA40,4.33,49.33,24.850658,49.014361,264.60309,0.18523729,0.5201049,12,4,0.475,0.25,0.675,0.17548155,28,5,6,1.6386551
dA40,4.34,49.34,24.62821,48.956935,262.86568,0.18624316,0.50976528,15,4,0.4,0.25,0.575,0.16902491,31,4,5,1.6445229
dA40,4.35,49.35,24.677148,48.901928,264.50848,0.18487849,0.51460897,13,4,0.45,0.275,0.65,0.17584907,28,5,10,1.6547517
dA40,4.36,49.36,24.651409,48.859897,261.21817,0.18704632,0.50697354,13,3,0.475,0.35,0.6,0.16566447,31,3,9,1.653187
dA40,4.37,49.37,24.685259,48.558403,260.03896,0.18673511,0.49722999,15,4,0.425,0.275,0.575,0.17405224,30,3,7,1.6464143
dA40,4.38,49.38,25.068804,49.116361,260.95278,0.18821935,0.49276215,13,4,0.475,0.275,0.65,0.17588555,30,3,8,1.6289243
dA40,4.39,49.39,24.770449,48.300642,260.4617,0.1854424,0.47182282,13,3,0.475,0.325,0.525,0.17638504,32,1,6,1.6379645
dA40,4.4,49.4,24.923662,49.350998,265.07897,0.1861747,0.47677379,14,3,0.425,0.3,0.675,0.1790472,30,5,8,1.6509789
dA40,4.41,49.41,24.923638,50.408451,264.52541,0.19056185,0.48710606,10,3,0.55,0.375,0.625,0.17735609,30,2,7,1.656991
dA40,4.42,49.42,24.980067,49.741931,266.27269,0.18680823,0.49818698,13,3,0.475,0.375,0.725,0.17099558,30,5,8,1.6618974
dA40,4.43,49.43,25.134706,50.880033,265.41249,0.19170173,0.49583982,13,3,0.5,0.375,0.7,0.19337585,28,5,10,1.6320076
dA40,4.44,49.44,25.178762,51.151783,265.75741,0.19247547,0.49482877,13,3,0.475,0.325,0.65,0.16961654,29,4,8,1.6623113
dA40,4.45,49.45,25.332634,50.773243,267.34022,0.18991995,0.49847104,13,3,0.475,0.325,0.575,0.17453208,29,5,8,1.6614609
dA40,4.46,49.46,25.40665,50.834089,265.93854,0.19114976,0.49391061,12,3,0.5,0.325,0.675,0.14486486,28,4,8,1.6427845
dA40,4.47,49.47,25.28828,48.962369,264.50261,0.1851111,0.48521223,11,3,0.55,0.4,0.65,0.18071498,28,3,7,1.6475296
dA40,4.48,49.48,25.304982,50.972635,266.4859,0.19127704,0.48514344,12,4,0.5,0.325,0.6,0.17102805,28,2,7,1.6556762
dA40,4.49,49.49,24.889128,49.144622,264.17831,0.18602823,0.48213709,10,4,0.55,0.35,0.65,0.17436714,28,2,5,1.6448584
dA40,4.5,49.5,25.085898,49.978742,268.36369,0.18623511,0.48159577,8,3,0.625,0.45,0.575,0.17823792,27,0,3,1.6846424
dA40,4.51,49.51,25.108008,50.440968,265.67334,0.18986085,0.48596341,8,3,0.65,0.475,0.725,0.19393763,26,3,6,1.6452918
dA40,4.52,49.52,25.22094,51.331941,265.86481,0.19307535,0.50029464,9,3,0.6,0.475,0.725,0.18729569,27,4,7,1.6653996
dA40,4.53,49.53,24.909671,50.093244,265.70113,0.18853229,0.48667985,9,4,0.6,0.375,0.7,0.20234251,29,3,8,1.652047
dA40,4.54,49.54,25.090217,48.907005,269.40725,0.18153559,0.49314436,7,4,0.675,0.45,0.65,0.1959433,28,3,8,1.6520497
dA40,4.55,49.55,25.020809,48.966589,266.56464,0.18369499,0.48384399,9,3,0.6,0.475,0.625,0.21765206,29,5,8,1.6635128
dA40,4.56,49.56,24.943802,48.287788,265.71737,0.18172613,0.47926578,10,3,0.575,0.4,0.65,0.19975686,27,5,9,1.6517984
dA40,4.57,49.57,25.129325,48.606348,262.74635,0.18499343,0.49939033,10,3,0.55,0.375,0.65,0.19485463,30,4,7,1.6394875
dA40,4.58,49.58,25.176778,49.15073,262.87261,0.18697547,0.49099022,12,3,0.525,0.4,0.65,0.20365097,31,5,10,1.6404488
dA40,4.59,49.59,25.181977,48.534784,263.14746,0.18443949,0.5070606,12,4,0.475,0.275,0.675,0.21204988,31,4,8,1.650227
dA40,4.6,49.6,25.281695,49.887132,265.89812,0.18761747,0.5105093,12,4,0.5,0.3,0.525,0.19904378,33,4,7,1.6439846
dA40,4.61,49.61,25.283072,50.121484,268.75211,0.18649708,0.5113767,11,4,0.55,0.35,0.675,0.17175824,29,5,9,1.6463038
dA40,4.62,49.62,25.132679,49.128667,265.54709,0.18500925,0.51225682,13,4,0.5,0.3,0.65,0.19131657,31,5,9,1.6865005
dA40,4.63,49.63,25.350392,49.360684,263.85813,0.18707282,0.5139191,13,4,0.5,0.325,0.65,0.18738344,30,5,9,1.6366693
dA40,4.64,49.64,25.502597,49.485786,268.71098,0.1841599,0.51168056,11,2,0.575,0.45,0.7,0.17962189,31,6,10,1.6757866
dA40,4.65,49.65,25.484729,49.37782,266.90538,0.18500122,0.51315418,10,3,0.575,0.4,0.75,0.17439061,30,5,9,1.6496378
dA40,4.66,49.66,25.617348,49.943158,264.38801,0.188901,0.5058708,12,4,0.525,0.35,0.675,0.20192342,28,4,8,1.6597761
dA40,4.67,49.67,25.940009,50.97581,266.47152,0.19129929,0.51357682,8,3,0.65,0.475,0.625,0.18218998,30,6,11,1.6490721
dA40,4.68,49.68,25.563526,50.072372,263.7012,0.18988299,0.50077326,9,3,0.625,0.475,0.7,0.17161043,30,4,7,1.6659513
dA40,4.69,49.69,25.865622,50.379568,264.10473,0.19075602,0.50853137,9,3,0.65,0.475,0.575,0.19108083,31,3,6,1.6437192
dA40,4.7,49.7,25.836327,51.349071,266.40847,0.19274564,0.51020207,8,4,0.65,0.45,0.575,0.17384905,29,4,9,1.6308505
dA40,4.71,49.71,25.910774,51.705478,265.99848,0.19438261,0.51990995,9,4,0.6,0.4,0.575,0.19917794,30,4,8,1.6715595
dA40,4.72,49.72,26.194551,51.484127,265.51487,0.19390299,0.52951908,9,4,0.6,0.425,0.575,0.18191061,31,4,10,1.6407105
dA40,4.73,49.73,25.814148,50.682165,264.81855,0.19138449,0.50643046,9,4,0.6,0.4,0.625,0.21412552,32,3,7,1.6457642
dA40,4.74,49.74,25.833887,51.884708,263.68283,0.19676938,0.50900337,10,2,0.575,0.45,0.65,0.2100629,31,2,6,1.6551292
dA40,4.75,49.75,25.703969,50.971659,265.06296,0.19230019,0.50283219,10,2,0.55,0.45,0.725,0.2142178,29,3,9,1.6528822
dA40,4.76,49.76,25.845189,51.536413,267.48983,0.19266681,0.49877803,9,2,0.6,0.5,0.6,0.214817,29,4,8,1.6616508
dA40,4.77,49.77,25.530589,51.352802,268.45887,0.19128741,0.50560666,9,2,0.625,0.5,0.65,0.22440271,28,4,10,1.6401594
dA40,4.78,49.78,25.549629,50.827987,268.30466,0.18944131,0.50928725,12,2,0.525,0.45,0.65,0.21311478,28,5,8,1.6649329
dA40,4.79,49.79,25.89747,51.479521,267.9437,0.19212813,0.5166902,9,3,0.625,0.45,0.675,0.19669887,28,6,11,1.6434389
dA40,4.8,49.8,26.198244,51.77978,270.61373,0.19134203,0.52250223,8,2,0.625,0.525,0.55,0.1826254,26,3,9,1.6411525
dA40,4.81,49.81,26.181837,51.965102,266.79405,0.19477609,0.5259217,11,4,0.55,0.375,0.625,0.19300169,28,5,9,1.6361812
dA40,4.82,49.82,26.282094,51.674311,265.24466,0.19481753,0.52786074,9,2,0.6,0.5,0.525,0.20522968,29,7,11,1.6485894
dA40,4.83,49.83,26.183226,51.144416,266.9689,0.19157444,0.53566595,10,2,0.575,0.475,0.65,0.21176762,27,3,7,1.6260531
dA40,4.84,49.84,26.386607,51.766197,267.58606,0.19345625,0.54196223,12,2,0.525,0.45,0.6,0.204358,29,4,8,1.6970763
dA40,4.85,49.85,26.415343,51.521478,264.46736,0.19481224,0.54210767,9,3,0.625,0.475,0.7,0.20498606,29,5,10,1.6394555
dA40,4.86,49.86,26.445094,51.715234,268.50963,0.19260104,0.53944081,8,3,0.65,0.475,0.65,0.19925224,28,7,10,1.6483621
dA40,4.87,49.87,26.679656,51.939509,269.57205,0.19267394,0.55472556,12,3,0.475,0.375,0.6,0.21643733,29,5,7,1.6320328
dA40,4.88,49.88,26.584819,50.916815,265.17785,0.19201006,0.55007551,9,2,0.625,0.55,0.65,0.23460314,29,5,7,1.668981
dA40,4.89,49.89,26.467588,50.752753,263.12368,0.19288554,0.53765378,13,4,0.45,0.3,0.75,0.24259899,30,4,8,1.6432115
dA40,4.9,49.9,26.54214,50.906986,261.43451,0.19472175,0.55353673,14,3,0.425,0.275,0.675,0.23638658,27,2,6,1.6451912
dA40,4.91,49.91,26.886787,52.269003,262.97976,0.19875675,0.56362744,11,4,0.525,0.375,0.725,0.2209834,28,3,8,1.6407163
dA40,4.92,49.92,26.720971,53.206996,268.42786,0.19821711,0.56377211,10,4,0.55,0.375,0.7,0.24247498,29,4,6,1.6344595
dA40,4.93,49.93,26.865831,54.264558,262.5851,0.20665513,0.57434366,10,4,0.575,0.375,0.7,0.22854177,29,3,7,1.6518088
dA40,4.94,49.94,27.019239,54.804824,263.99562,0.20759747,0.57221983,11,2,0.55,0.425,0.7,0.23807201,29,4,8,1.6483163
dA40,4.95,49.95,26.776132,55.03994,263.03039,0.20925316,0.5738152,12,2,0.5,0.4,0.65,0.20798229,29,6,10,1.6463505
dA40,4.96,49.96,26.782085,55.748671,264.68145,0.21062553,0.58107723,12,4,0.5,0.35,0.575,0.21785587,27,4,8,1.6355326
dA40,4.97,49.97,26.800775,55.841266,261.65381,0.2134166,0.57674745,10,2,0.575,0.45,0.575,0.2385551,29,2,4,1.6672757
dA40,4.98,49.98,26.677006,54.568114,264.21932,0.20652582,0.58694561,12,4,0.5,0.35,0.6,0.20523765,28,6,8,1.6667433
dA40,4.99,49.99,26.59828,54.692378,266.04686,0.20557423,0.59267947,11,3,0.5,0.35,0.65,0.2040195,28,4,8,1.6540223
dA40,5,50,26.394348,54.809366,264.2192,0.207439,0.5711977,11,2,0.525,0.425,0.625,0.18761045,30,4,8,1.6452415
dT40,0.01,0.01,27.255813,72.754949,291.31494,0.24974672,0.73580294,5,5,0.8,0.45,0.325,0.019545848,29,1,6,1.6364013
dT40,0.02,0.02,27.407192,72.893242,294.12593,0.24783005,0.75589177,6,5,0.75,0.4,0.4,-0.0034063018,30,1,5,1.6446702
dT40,0.03,0.03,26.989113,72.430927,291.71384,0.24829445,0.74035838,4,5,0.85,0.5,0.4,-0.0063590405,30,1,6,1.6497254
dT40,0.04,0.04,26.966863,71.13205,291.88917,0.24369541,0.74081489,5,5,0.8,0.5,0.375,-0.0172041,30,1,5,1.6452973
dT40,0.05,0.05,26.803096,69.699103,290.49951,0.23992847,0.72286956,5,5,0.8,0.5,0.3,-0.0090519585,30,1,6,1.6617003
dT40,0.06,0.06,26.464364,68.410964,293.84425,0.23281369,0.71065193,5,5,0.8,0.45,0.325,-0.027916882,29,1,6,1.6892639
dT40,0.07,0.07,26.659131,69.73245,288.2657,0.24190339,0.73591276,4,6,0.85,0.45,0.2,-0.0049538986,29,1,4,1.6392834
dT40,0.08,0.08,26.601405,70.354215,290.87784,0.2418686,0.7196923,4,6,0.85,0.45,0.3,0.0069213234,29,1,5,1.6440973
dT40,0.09,0.09,26.72963,70.281361,291.39236,0.2411915,0.72942954,4,7,0.85,0.4,0.375,-0.0030621135,27,1,5,1.6413089
dT40,0.1,0.1,26.749864,70.282979,295.46607,0.23787157,0.72890233,4,7,0.85,0.4,0.275,-0.016067654,29,1,3,1.6297822
dT40,0.11,0.11,26.958412,71.803439,294.70445,0.24364559,0.73800306,4,6,0.85,0.45,0.375,-0.044592894,28,0,3,1.6617986
dT40,0.12,0.12,26.7151,69.127969,292.00938,0.23673202,0.73979471,4,5,0.85,0.55,0.35,-0.04403989,29,1,7,1.6519716
dT40,0.13,0.13,27.035889,71.22487,296.77227,0.2399984,0.74778816,4,4,0.85,0.525,0.375,-0.05599974,31,1,5,1.6644862
dT40,0.14,0.14,26.95921,71.241424,297.17281,0.23973062,0.75147772,3,5,0.875,0.525,0.25,-0.055533821,31,1,5,1.6792659
dT40,0.15,0.15,26.952011,71.402542,291.3761,0.24505284,0.74892135,3,6,0.85,0.45,0.3,-0.040895187,31,1,4,1.6599333
dT40,0.16,0.16,26.966944,71.38283,291.50342,0.24487819,0.75533998,4,5,0.85,0.5,0.325,-0.051284683,30,1,7,1.640336
dT40,0.17,0.17,27.133327,71.585218,292.46702,0.24476338,0.76275355,4,5,0.85,0.5,0.325,0.002441567,29,1,6,1.6381142
dT40,0.18,0.18,27.369094,72.304915,289.25206,0.24997199,0.75956021,4,5,0.85,0.55,0.35,0.0038751968,29,1,5,1.6568935
dT40,0.19,0.19,27.310071,73.21479,290.78778,0.25178083,0.75679318,4,7,0.85,0.45,0.375,0.007417047,31,1,5,1.703735
dT40,0.2,0.2,27.314293,72.395548,291.14979,0.24865396,0.76524813,4,5,0.85,0.55,0.35,0.032706469,32,1,5,1.6309397
dT40,0.21,0.21,27.586859,73.725673,291.19844,0.25318018,0.76113327,5,6,0.8,0.4,0.45,0.010822246,29,0,3,1.6639631
dT40,0.22,0.22,27.393863,73.258484,291.05363,0.25170098,0.7627771,4,7,0.85,0.45,0.35,-0.0043325287,30,1,6,1.6697996
dT40,0.23,0.23,27.683134,73.597376,290.7758,0.25310696,0.76741222,4,6,0.85,0.5,0.45,0.019820292,29,1,6,1.648848
dT40,0.24,0.24,27.575643,73.01158,290.6654,0.25118772,0.76168999,4,7,0.85,0.425,0.35,0.011201406,27,1,5,1.6407562
dT40,0.25,0.25,28.060443,75.049229,288.63313,0.26001599,0.76690702,4,7,0.85,0.4,0.35,0.011573936,28,0,4,1.6345015
dT40,0.26,0.26,27.848412,73.929464,290.46091,0.25452466,0.77514345,4,7,0.85,0.475,0.325,0.019991894,27,1,4,1.6703835
dT40,0.27,0.27,27.615179,73.056799,296.42686,0.2464581,0.75864467,4,7,0.85,0.45,0.425,0.022435769,33,1,4,1.6524594
dT40,0.28,0.28,27.238135,71.393691,296.12474,0.2410933,0.7570647,4,7,0.85,0.4,0.375,0.0029400865,31,1,5,1.6854433
dT40,0.29,0.29,27.169451,72.260418,295.05315,0.24490645,0.75038606,4,6,0.85,0.475,0.375,0.0043413872,33,1,6,1.6518313
dT40,0.3,0.3,27.304452,72.825489,294.87616,0.24696974,0.75653158,4,6,0.85,0.45,0.35,-0.0025616551,33,1,5,1.6762915
dT40,0.31,0.31,26.721653,70.906831,291.54587,0.24320986,0.75165142,4,6,0.85,0.45,0.375,-0.0026945642,31,1,5,1.6428902
dT40,0.32,0.32,27.006023,71.976484,292.62317,0.24596987,0.75354096,3,6,0.85,0.425,0.275,-0.001866688,30,1,8,1.6352797
dT40,0.33,0.33,27.212936,73.42661,292.77799,0.25079279,0.75473769,4,7,0.85,0.475,0.3,0.024539295,32,1,5,1.6814824
dT40,0.34,0.34,27.33404,73.241417,293.1259,0.24986335,0.74964925,4,7,0.85,0.45,0.225,0.0057495519,31,1,4,1.644836
dT40,0.35,0.35,27.127709,72.097335,291.02332,0.24773731,0.75519039,4,7,0.85,0.4,0.275,0.00093524763,31,1,6,1.661993
dT40,0.36,0.36,26.893335,72.482202,288.68988,0.25107289,0.7555964,4,8,0.85,0.4,0.3,-0.0070101142,32,1,5,1.647867
dT40,0.37,0.37,27.069651,72.838026,288.24402,0.25269571,0.75554185,4,8,0.85,0.35,0.3,-0.014891272,30,1,4,1.6570577
dT40,0.38,0.38,27.233819,73.996903,289.99506,0.25516608,0.75663053,4,8,0.85,0.4,0.3,0.0069046808,29,1,5,1.6333197
dT40,0.39,0.39,27.293259,73.123832,294.42359,0.24836268,0.75559707,4,6,0.85,0.5,0.3,0.020989842,28,0,5,1.6954129
dT40,0.4,0.4,27.45513,74.850293,292.88417,0.25556278,0.75617926,4,8,0.85,0.4,0.325,0.0047475535,29,1,3,1.6818397
dT40,0.41,0.41,27.370176,73.778461,293.7785,0.25113635,0.75045392,4,7,0.85,0.45,0.25,0.027080033,31,1,5,1.6542535
dT40,0.42,0.42,27.843756,75.57185,297.00749,0.25444426,0.75002559,4,7,0.85,0.4,0.35,0.030585599,33,0,4,1.6516516
dT40,0.43,0.43,27.42057,73.837323,297.75646,0.24797891,0.74452649,3,7,0.9,0.5,0.325,0.026601949,28,1,5,1.619914
dT40,0.44,0.44,27.118623,73.882464,294.68084,0.25072028,0.74897691,4,6,0.85,0.5,0.275,0.013403892,29,1,6,1.6449664
dT40,0.45,0.45,26.800594,72.732701,292.7814,0.24841981,0.74401401,4,8,0.85,0.4,0.275,0.013793349,30,1,6,1.6430331
dT40,0.46,0.46,26.611388,71.588428,294.72508,0.242899,0.74792392,4,7,0.85,0.425,0.2,0.011731295,30,1,7,1.6536448
dT40,0.47,0.47,26.616024,71.559503,297.18806,0.24078862,0.73700621,4,7,0.85,0.425,0.275,0.010713516,28,1,5,1.6548037
dT40,0.48,0.48,26.691193,73.365844,297.42852,0.24666715,0.74212743,4,6,0.85,0.475,0.225,0.033127181,27,1,5,1.6378601
dT40,0.49,0.49,26.871499,72.761254,296.44338,0.24544739,0.74294922,4,7,0.85,0.425,0.25,0.01108696,31,0,4,1.6495726
dT40,0.5,0.5,26.954491,72.979573,298.22835,0.24471038,0.75237396,4,7,0.85,0.475,0.175,0.00069114074,29,1,3,1.6529303
dT40,0.51,0.51,27.140214,74.094074,296.21251,0.25013824,0.74085204,4,5,0.85,0.575,0.2,0.0019474274,28,1,4,1.6445967
dT40,0.52,0.52,27.061649,74.076734,292.60862,0.25315978,0.74195554,4,5,0.85,0.55,0.325,0.0074132512,30,2,6,1.6332493
dT40,0.53,0.53,26.616244,71.850846,292.92757,0.24528537,0.73605816,4,5,0.85,0.6,0.275,0.033362818,30,1,6,1.6608385
dT40,0.54,0.54,27.239759,73.540317,295.3557,0.24898899,0.74371299,4,6,0.85,0.525,0.225,0.035169503,29,1,5,1.6689599
dT40,0.55,0.55,27.267007,73.181191,294.96536,0.24810096,0.73466324,4,6,0.85,0.525,0.3,0.039750574,27,1,4,1.6504397
dT40,0.56,0.56,27.119289,73.273377,292.94147,0.25012975,0.73674187,3,7,0.85,0.475,0.275,0.027707131,28,1,5,1.6557649
dT40,0.57,0.57,27.086716,73.85723,294.36938,0.25089984,0.76311308,4,7,0.85,0.525,0.175,0.019301166,26,1,4,1.6541185
dT40,0.58,0.58,27.130611,73.17887,293.93007,0.24896694,0.75746226,4,7,0.85,0.4,0.275,0.01530741,27,1,4,1.6533326
dT40,0.59,0.59,27.403863,73.439226,294.44483,0.24941591,0.76097635,3,6,0.85,0.45,0.275,0.0084417599,29,1,4,1.6575263
dT40,0.6,0.6,27.456903,74.192865,294.45122,0.25196997,0.76044883,4,7,0.85,0.45,0.3,0.030038288,29,0,3,1.6315187
dT40,0.61,0.61,27.621856,74.117453,296.71682,0.24979188,0.75900796,3,8,0.85,0.375,0.3,0.014236115,30,1,5,1.6530544
dT40,0.62,0.62,27.580695,73.797123,295.58047,0.24966847,0.75458842,3,8,0.85,0.35,0.275,0.029675278,26,1,4,1.6260278
dT40,0.63,0.63,27.541539,72.804245,288.90302,0.25200236,0.75473469,4,6,0.85,0.475,0.225,0.0052609429,30,0,3,1.6356642
dT40,0.64,0.64,27.237465,73.463242,291.45413,0.25205765,0.75989864,3,8,0.875,0.375,0.3,-0.0099412823,27,1,6,1.6598411
dT40,0.65,0.65,27.736342,74.708401,295.93039,0.25245261,0.75727201,4,8,0.85,0.35,0.25,-0.01686344,26,1,4,1.6453125
dT40,0.66,0.66,27.64824,72.949531,296.35535,0.2461556,0.75735638,4,8,0.85,0.35,0.225,0.021448156,26,1,4,1.6570476
dT40,0.67,0.67,27.765415,73.920374,296.00167,0.24972958,0.75198355,4,8,0.85,0.35,0.225,0.0026423215,28,1,5,1.6481164
dT40,0.68,0.68,27.594255,73.550647,294.00783,0.25016561,0.74639139,5,7,0.8,0.325,0.3,0.015936507,27,0,4,1.6409761
dT40,0.69,0.69,27.911573,74.724532,298.18531,0.25059763,0.75960574,3,6,0.85,0.425,0.2,0.01418127,28,1,7,1.6578716
dT40,0.7,0.7,28.097269,74.921716,297.64416,0.25171573,0.76039023,3,7,0.875,0.425,0.35,0.011882422,29,1,6,1.6432719
dT40,0.71,0.71,27.781969,73.9992,294.71921,0.25108374,0.75227574,3,7,0.875,0.475,0.375,0.015691703,30,1,7,1.6410196
dT40,0.72,0.72,27.642226,73.395741,296.39355,0.24762934,0.75474055,4,7,0.85,0.45,0.25,-0.036932711,30,1,4,1.6514476
dT40,0.73,0.73,27.573652,72.856349,295.97813,0.24615451,0.75536082,5,6,0.8,0.4,0.3,-0.0019349572,27,0,5,1.6677373
dT40,0.74,0.74,27.477596,73.06772,300.16342,0.24342647,0.74747903,3,7,0.85,0.4,0.225,-0.027151289,27,0,4,1.6684613
dT40,0.75,0.75,27.387671,73.483637,297.94897,0.24663162,0.76101305,4,7,0.85,0.4,0.275,-0.010473145,27,0,5,1.6486415
dT40,0.76,0.76,27.586842,73.925148,298.75767,0.24744184,0.76492419,5,6,0.8,0.45,0.3,-0.020727771,28,1,6,1.6620021
dT40,0.77,0.77,27.467185,73.053865,298.18256,0.24499711,0.75790162,2,6,0.9,0.5,0.325,-0.034368348,28,0,3,1.6512667
dT40,0.78,0.78,27.379315,72.970498,300.93688,0.24247775,0.75220709,3,5,0.875,0.525,0.3,-0.063363119,27,1,6,1.6481536
dT40,0.79,0.79,27.614154,73.621439,300.89562,0.24467434,0.75665803,3,6,0.875,0.475,0.275,-0.051123771,29,1,5,1.6519021
dT40,0.8,0.8,27.767271,73.108891,299.61579,0.2440088,0.75333501,4,7,0.85,0.45,0.35,-0.029254258,27,1,7,1.6531395
dT40,0.81,0.81,28.184033,74.648525,296.45633,0.25180277,0.76445991,3,8,0.875,0.375,0.4,-0.068273963,28,1,5,1.6350155
dT40,0.82,0.82,28.190762,76.637461,297.81778,0.25733004,0.76609417,3,8,0.875,0.375,0.35,-0.061468873,29,1,5,1.6618347
dT40,0.83,0.83,27.879048,75.202425,294.25538,0.25556856,0.76641234,5,7,0.8,0.4,0.4,-0.068111059,30,1,5,1.6494525
dT40,0.84,0.84,27.76567,74.523423,298.01129,0.25006912,0.76439443,4,6,0.825,0.425,0.3,-0.052220307,31,1,7,1.6218649
dT40,0.85,0.85,27.892411,75.070965,295.83673,0.2537581,0.76658901,5,6,0.8,0.4,0.35,-0.09521782,33,1,4,1.6379785
dT40,0.86,0.86,27.562124,73.56779,296.0052,0.24853546,0.77519597,4,6,0.85,0.45,0.375,-0.069799045,32,0,3,1.6351348
dT40,0.87,0.87,27.633099,73.707615,297.74233,0.24755504,0.7728919,4,5,0.85,0.475,0.3,-0.037304218,29,0,4,1.6567143
dT40,0.88,0.88,27.582169,73.939117,297.25697,0.24873804,0.75928781,4,6,0.85,0.5,0.3,-0.055217968,32,1,6,1.6585585
dT40,0.89,0.89,27.615369,74.090394,295.18336,0.25099787,0.76172052,2,7,0.9,0.45,0.4,-0.054030752,32,1,6,1.6496197
dT40,0.9,0.9,27.655863,73.839155,292.11497,0.25277429,0.76694259,4,5,0.825,0.425,0.325,-0.072698018,32,1,5,1.634159
dT40,0.91,0.91,27.577513,74.551845,292.99286,0.25444936,0.75762813,4,7,0.8,0.4,0.45,-0.089624744,31,1,6,1.6735146
dT40,0.92,0.92,27.485983,73.296244,293.39148,0.24982404,0.75424982,4,6,0.825,0.475,0.35,-0.085381777,30,1,6,1.6483699
dT40,0.93,0.93,27.475963,73.869598,294.29094,0.25100874,0.74730986,4,6,0.85,0.5,0.375,-0.046309636,29,1,4,1.6533659
dT40,0.94,0.94,27.408575,74.557726,295.05107,0.25269431,0.73312384,4,6,0.85,0.5,0.35,-0.058848935,30,1,4,1.6795751
dT40,0.95,0.95,27.288601,73.357058,295.40819,0.24832438,0.73426628,4,6,0.825,0.475,0.275,-0.045143102,30,1,4,1.6454034
dT40,0.96,0.96,27.401194,74.336551,294.11367,0.25274769,0.74379608,3,4,0.875,0.625,0.225,-0.060762149,31,1,6,1.692701
dT40,0.97,0.97,27.445592,74.295915,295.07574,0.25178591,0.75196343,3,5,0.85,0.55,0.225,-0.060149302,29,0,4,1.6472451
dT40,0.98,0.98,27.380079,72.352365,293.66277,0.24637909,0.74268784,5,6,0.8,0.45,0.275,-0.050763957,29,1,4,1.6618738
dT40,0.99,0.99,27.542852,72.037704,296.06389,0.2433181,0.74313553,4,6,0.85,0.45,0.25,-0.04196056,29,1,4,1.6709142
dT40,1,1,27.430924,71.410946,291.91249,0.24463135,0.72635876,5,7,0.8,0.35,0.25,-0.047102694,29,1,5,1.640672
dT40,1.01,1.01,27.356467,71.985281,295.20075,0.24385196,0.71993747,5,6,0.8,0.425,0.35,-0.055128646,30,1,5,1.6429743
dT40,1.02,1.02,27.228214,71.913675,295.07535,0.24371292,0.71932328,4,7,0.825,0.425,0.275,-0.081268959,29,1,6,1.6440182
