sequence,window_time_ns,source_time_ns,rg_A,end_to_end_A,c1_contour_A,extension_fraction,shape_anisotropy,adjacent_stacks,nonadjacent_stacks,unstacked_neighbor_fraction,unstacked_any_fraction,syn_fraction,outward_projection_mean,nonlocal_contact_pairs,base_base_hbonds,all_interresidue_hbonds,max_DNA_bond_A
dT40,2.58,2.58,26.495442,67.107386,293.18976,0.22888721,0.69415502,5,6,0.8,0.5,0.3,0.033339824,32,1,4,1.6547042
dT40,2.59,2.59,26.449915,67.05047,293.52708,0.22843027,0.68648517,5,6,0.8,0.45,0.325,0.011464482,30,0,3,1.6667844
dT40,2.6,2.6,26.323668,65.971103,295.00552,0.22362668,0.68313854,4,6,0.85,0.55,0.275,-0.00071606627,30,0,3,1.6565588
dT40,2.61,2.61,26.268223,66.177312,292.64685,0.22613369,0.68997362,4,6,0.85,0.5,0.3,-0.012078134,30,0,3,1.6412029
dT40,2.62,2.62,26.143118,66.004487,293.21487,0.2251062,0.68953652,4,6,0.85,0.5,0.3,0.0072100382,29,1,5,1.6519287
dT40,2.63,2.63,26.360296,66.051044,291.3849,0.22667971,0.69375324,5,6,0.8,0.45,0.3,0.0096627858,29,0,1,1.6479295
dT40,2.64,2.64,26.433309,66.726878,293.35818,0.22745872,0.68789947,5,6,0.8,0.5,0.3,0.003138962,28,1,4,1.6413836
dT40,2.65,2.65,26.747037,67.77245,292.66348,0.23157126,0.68458716,5,6,0.8,0.5,0.225,0.00073155271,29,1,4,1.6361395
dT40,2.66,2.66,26.777878,68.131675,294.49568,0.23135034,0.67593864,4,7,0.85,0.45,0.275,-0.012022112,29,1,6,1.648052
dT40,2.67,2.67,27.10858,67.439737,291.98983,0.23096605,0.6800224,4,7,0.85,0.45,0.25,-0.010551234,28,1,4,1.6334615
dT40,2.68,2.68,26.954679,66.996325,292.86668,0.22876049,0.67537072,5,7,0.8,0.4,0.225,0.010472658,28,1,4,1.639344
dT40,2.69,2.69,26.826192,66.818402,293.34844,0.22777828,0.65790205,4,6,0.85,0.5,0.25,0.0028715958,29,1,4,1.639927
dT40,2.7,2.7,26.781948,66.762318,290.72979,0.229637,0.67722714,5,7,0.8,0.4,0.225,0.010086618,29,0,3,1.6230057
dT40,2.71,2.71,26.587207,65.813074,292.01093,0.2253788,0.66618523,4,6,0.8,0.45,0.175,0.027187665,30,1,2,1.653281
dT40,2.72,2.72,26.550884,66.164632,294.41553,0.22473214,0.66163565,4,6,0.85,0.5,0.125,0.052672819,29,0,4,1.644956
dT40,2.73,2.73,26.766126,67.418264,296.5864,0.22731408,0.67236825,4,8,0.825,0.375,0.3,0.039912816,31,1,4,1.6700265
dT40,2.74,2.74,26.915551,68.238358,294.89622,0.23139788,0.66222036,4,8,0.85,0.4,0.25,0.015076381,30,1,5,1.6338723
dT40,2.75,2.75,26.669373,67.147162,295.83668,0.22697376,0.66676517,5,8,0.8,0.35,0.25,0.042703835,31,2,2,1.6578846
dT40,2.76,2.76,26.830034,68.978198,295.17816,0.23368327,0.68135906,4,7,0.825,0.425,0.25,0.0089792984,31,1,5,1.6542767
dT40,2.77,2.77,26.978733,70.295513,292.41088,0.24039979,0.68369423,5,7,0.8,0.4,0.225,0.0072789988,31,1,5,1.6807468
dT40,2.78,2.78,27.176476,70.27808,295.24096,0.23803635,0.69130188,4,8,0.825,0.375,0.2,-0.0038628272,30,1,4,1.6493424
dT40,2.79,2.79,26.728402,68.616661,294.49236,0.2329998,0.67729165,3,8,0.9,0.4,0.25,0.010892097,29,0,2,1.658545
dT40,2.8,2.8,27.12926,69.046947,289.72586,0.23831821,0.67299218,4,8,0.825,0.325,0.2,0.015943326,28,1,5,1.65326
dT40,2.81,2.81,26.789508,67.889445,291.10482,0.23321306,0.6803129,5,7,0.8,0.325,0.25,-0.0028058238,28,1,6,1.6696902
dT40,2.82,2.82,26.820444,68.124711,292.52092,0.23288834,0.66754285,5,8,0.8,0.3,0.3,0.019504505,31,0,5,1.656126
dT40,2.83,2.83,27.185736,70.076229,291.87992,0.24008581,0.69862976,5,8,0.8,0.3,0.35,-0.0096777491,28,0,4,1.6786893
dT40,2.84,2.84,27.099213,69.866025,292.81896,0.23859802,0.70537994,5,7,0.8,0.35,0.225,0.0074605604,31,1,6,1.6535247
dT40,2.85,2.85,27.283929,69.757761,295.36494,0.23617482,0.70947202,5,6,0.8,0.375,0.225,0.03239429,31,1,4,1.6863232
dT40,2.86,2.86,27.408868,71.224136,294.5906,0.24177328,0.71919276,4,6,0.8,0.375,0.275,0.020374399,32,0,2,1.6543293
dT40,2.87,2.87,27.426814,70.958435,291.82859,0.24315107,0.72762208,5,7,0.8,0.35,0.275,0.024907977,28,0,2,1.6454371
dT40,2.88,2.88,26.994316,69.986542,290.49079,0.24092516,0.71485596,5,7,0.8,0.35,0.325,0.042360402,31,0,2,1.6395026
dT40,2.89,2.89,26.77018,69.246456,292.24238,0.23694872,0.71198738,5,7,0.8,0.35,0.275,0.071951104,30,1,2,1.6360377
dT40,2.9,2.9,26.598657,70.451422,290.64769,0.24239457,0.71148159,5,6,0.8,0.45,0.225,0.019789281,29,1,1,1.6534824
dT40,2.91,2.91,26.910636,70.857838,295.28082,0.23996763,0.70363439,5,5,0.8,0.5,0.25,0.016206095,29,1,3,1.6541171
dT40,2.92,2.92,27.24082,72.870037,293.74365,0.24807357,0.71161944,5,6,0.8,0.4,0.275,0.0059918899,29,0,3,1.6825168
dT40,2.93,2.93,27.280411,73.362333,294.02141,0.24951358,0.70388669,5,7,0.8,0.35,0.2,-0.00066409872,31,0,1,1.6433677
dT40,2.94,2.94,27.236669,73.903351,292.07472,0.25302892,0.71387398,4,6,0.85,0.45,0.25,-0.011412154,33,1,5,1.6352182
dT40,2.95,2.95,27.443273,73.754989,291.67548,0.25286661,0.7223039,4,6,0.85,0.45,0.325,-0.046687758,31,1,4,1.6778152
dT40,2.96,2.96,27.563689,72.909217,291.39549,0.25020709,0.71156635,5,7,0.8,0.35,0.325,0.013461887,27,1,3,1.6382849
dT40,2.97,2.97,27.664966,74.173134,296.40683,0.25024097,0.71091224,5,7,0.8,0.4,0.325,0.0061542081,29,0,2,1.6367514
dT40,2.98,2.98,27.602349,73.322275,293.20534,0.25007142,0.69585117,5,7,0.8,0.4,0.25,0.015906346,28,1,5,1.6424005
dT40,2.99,2.99,27.649838,73.554289,292.15302,0.25176631,0.69275346,4,7,0.85,0.45,0.275,-0.018178877,31,1,4,1.6454245
dT40,3,3,27.575907,71.215632,292.4835,0.24348599,0.68534308,4,6,0.85,0.5,0.325,-0.0027727646,28,0,4,1.6432801
dT40,3.01,3.01,27.88893,72.513837,290.69019,0.24945402,0.6910245,3,7,0.85,0.45,0.3,-0.0055426428,27,1,5,1.6541841
dT40,3.02,3.02,27.833686,72.825941,287.48119,0.2533242,0.69426273,4,6,0.85,0.475,0.275,-0.018901076,27,1,2,1.6442119
dT40,3.03,3.03,27.940395,74.134157,291.00368,0.25475333,0.68012545,4,5,0.85,0.525,0.25,-0.029555047,29,0,2,1.6667655
dT40,3.04,3.04,28.12727,74.767214,293.50497,0.25473917,0.68604203,2,3,0.9,0.625,0.35,-0.019481815,29,1,5,1.6510166
dT40,3.05,3.05,28.144276,75.108485,291.9288,0.25728357,0.69492662,2,3,0.925,0.65,0.25,-0.019664498,28,0,4,1.6508139
dT40,3.06,3.06,28.24776,75.61058,292.50595,0.25849245,0.70331221,5,4,0.8,0.475,0.25,-0.013150239,27,0,3,1.6599419
dT40,3.07,3.07,28.498045,75.09895,290.59916,0.25842797,0.71299976,2,7,0.925,0.475,0.3,0.011115974,30,0,3,1.6688351
dT40,3.08,3.08,28.637419,73.5973,291.65078,0.25234734,0.72482724,4,8,0.85,0.4,0.3,-0.0015033287,30,0,3,1.6323792
dT40,3.09,3.09,28.796038,73.58911,288.25208,0.25529429,0.7156131,5,7,0.8,0.4,0.175,-0.021395519,30,1,6,1.6513626
dT40,3.1,3.1,28.562209,72.358868,288.36284,0.25092994,0.71981192,6,7,0.75,0.35,0.275,-0.0016899872,30,1,5,1.6420786
dT40,3.11,3.11,28.820345,73.309682,289.97103,0.25281727,0.74888688,4,6,0.85,0.475,0.3,-0.048464908,30,0,3,1.6574791
dT40,3.12,3.12,28.466613,71.281034,287.93133,0.24756262,0.75098192,5,7,0.8,0.375,0.3,-0.010378003,27,1,5,1.6951018
dT40,3.13,3.13,28.570943,72.029586,287.30495,0.25070778,0.75460324,5,5,0.8,0.475,0.25,-0.017908015,28,1,5,1.6516853
dT40,3.14,3.14,28.631071,72.418224,291.70838,0.24825555,0.7428863,5,6,0.8,0.425,0.325,-0.016886967,30,1,5,1.6444851
dT40,3.15,3.15,28.560659,72.831732,289.04457,0.25197405,0.72976502,5,6,0.8,0.425,0.2,-0.01963841,30,1,2,1.6457434
dT40,3.16,3.16,28.391449,71.842522,291.71106,0.24627973,0.73159193,5,7,0.8,0.4,0.3,-0.021851078,29,1,4,1.6689476
dT40,3.17,3.17,28.211592,71.684039,291.95337,0.2455325,0.72150292,4,6,0.8,0.4,0.225,-0.01118277,31,1,4,1.6258392
dT40,3.18,3.18,28.362783,72.618812,291.74128,0.24891511,0.7186302,4,6,0.85,0.5,0.3,-0.021278526,30,1,4,1.6579924
dT40,3.19,3.19,28.104617,71.094651,286.92527,0.24778108,0.70310891,4,7,0.85,0.45,0.4,-0.0062472025,29,1,3,1.6469903
dT40,3.2,3.2,28.28156,71.670466,289.76942,0.24733619,0.70857878,4,7,0.85,0.45,0.225,0.0013868698,31,1,4,1.6248698
dT40,3.21,3.21,28.372486,71.634876,289.55903,0.247393,0.70921378,4,5,0.85,0.525,0.25,-0.025588648,28,1,3,1.6434607
dT40,3.22,3.22,28.471037,72.354406,291.85191,0.24791479,0.70667285,4,6,0.85,0.425,0.225,-0.022907564,26,0,3,1.6399075
dT40,3.23,3.23,28.097554,70.780401,288.01137,0.24575558,0.6814756,4,8,0.85,0.35,0.375,-0.020023378,29,1,4,1.6704823
dT40,3.24,3.24,28.333281,71.625623,291.2082,0.24596018,0.69153404,4,7,0.85,0.375,0.275,-0.002924371,27,1,5,1.6419203
dT40,3.25,3.25,28.469314,71.620801,292.63274,0.24474637,0.70164102,4,7,0.85,0.45,0.35,-0.016265788,29,1,4,1.6662427
dT40,3.26,3.26,28.379932,72.512442,291.59806,0.24867258,0.70793873,4,7,0.85,0.45,0.325,-0.0058166105,30,1,2,1.6393904
dT40,3.27,3.27,28.696831,71.979075,294.31038,0.24456859,0.70577982,4,8,0.85,0.425,0.325,-0.0073579808,29,1,3,1.6638217
dT40,3.28,3.28,28.587048,72.562345,292.75669,0.24785888,0.71165506,3,8,0.875,0.4,0.275,0.0072650564,30,0,4,1.6453064
dT40,3.29,3.29,28.855157,73.466238,289.66234,0.25362717,0.72842488,4,6,0.85,0.45,0.275,0.011579938,30,1,5,1.6448299
dT40,3.3,3.3,28.878563,74.439652,292.09703,0.25484563,0.73636888,4,7,0.85,0.4,0.225,-0.0101477,30,1,2,1.6393243
dT40,3.31,3.31,29.022188,75.135804,290.69112,0.258473,0.74242271,4,8,0.85,0.375,0.275,0.01152383,28,1,4,1.645341
dT40,3.32,3.32,29.136141,74.833537,291.32234,0.25687537,0.74353795,4,7,0.85,0.475,0.3,-0.0044504464,28,0,4,1.6505282
dT40,3.33,3.33,28.963603,74.026138,291.02773,0.25436112,0.74840404,5,7,0.8,0.425,0.225,0.01534381,29,1,6,1.6723258
dT40,3.34,3.34,28.814545,73.365403,293.85005,0.24966953,0.74858782,4,5,0.85,0.55,0.3,0.00050787768,28,1,4,1.6521994
dT40,3.35,3.35,28.723996,73.804079,295.8532,0.24946182,0.74533545,4,6,0.85,0.45,0.325,-0.023110304,31,1,5,1.6624256
dT40,3.36,3.36,28.454116,73.093362,294.16231,0.2484797,0.73971649,3,6,0.85,0.525,0.325,0.0029004277,29,1,5,1.651184
dT40,3.37,3.37,28.605491,74.464926,291.69582,0.2552828,0.73597481,4,6,0.85,0.5,0.3,0.0083031858,29,1,4,1.6450803
dT40,3.38,3.38,28.510498,72.224836,292.02329,0.2473256,0.73453691,4,7,0.85,0.45,0.275,-0.01812815,29,1,5,1.6468026
dT40,3.39,3.39,28.132729,72.053928,291.89662,0.24684742,0.71885345,4,6,0.85,0.475,0.325,-0.0044428504,29,1,6,1.6353593
dT40,3.4,3.4,28.433511,74.124933,291.44998,0.25433157,0.72216932,4,6,0.85,0.525,0.275,-0.008849396,30,1,4,1.6458369
dT40,3.41,3.41,28.753629,74.595,293.01227,0.25457978,0.74010342,4,8,0.825,0.425,0.3,-0.0061887964,26,1,6,1.6492589
dT40,3.42,3.42,29.014984,75.615913,293.70759,0.25745304,0.75792005,4,8,0.85,0.45,0.3,-0.021621011,26,1,5,1.6508641
dT40,3.43,3.43,28.830458,75.473879,293.50253,0.25714899,0.75240589,3,7,0.875,0.5,0.35,0.0068287987,28,1,5,1.6490752
dT40,3.44,3.44,28.774071,74.663978,292.14046,0.25557562,0.75767039,4,7,0.85,0.5,0.225,0.0042830624,27,1,4,1.6443073
dT40,3.45,3.45,28.903869,75.027074,290.32137,0.25842767,0.75999386,4,7,0.85,0.5,0.3,-0.0067008156,27,1,6,1.6719245
dT40,3.46,3.46,29.142708,76.347568,291.18656,0.26219468,0.75507564,4,8,0.85,0.4,0.275,-0.010969228,30,1,5,1.6615205
dT40,3.47,3.47,29.281839,76.916924,290.618,0.26466676,0.76418905,4,7,0.825,0.375,0.35,-0.018367199,26,1,6,1.6631224
dT40,3.48,3.48,29.260819,76.534047,291.20828,0.2628155,0.75640568,5,7,0.8,0.35,0.3,-0.011950397,28,1,5,1.6336496
dT40,3.49,3.49,29.309787,76.272905,290.37012,0.26267477,0.75123754,4,6,0.85,0.425,0.275,-0.021171389,29,1,4,1.6720673
dT40,3.5,3.5,28.980119,76.966709,290.95887,0.2645278,0.74041716,5,6,0.8,0.425,0.25,-0.0053329732,30,1,5,1.6511692
dT40,3.51,3.51,29.133041,77.150593,290.29276,0.26576823,0.76241046,4,6,0.825,0.475,0.275,0.017038019,29,1,5,1.6792077
dT40,3.52,3.52,29.144258,77.138555,289.57605,0.26638444,0.76459771,5,6,0.8,0.45,0.225,-0.0079770736,31,1,4,1.6357286
dT40,3.53,3.53,28.978995,76.581781,287.86738,0.26603147,0.76059352,5,5,0.8,0.475,0.325,0.0096409043,29,1,5,1.6400202
dT40,3.54,3.54,28.800043,75.626184,289.4567,0.26126942,0.75925172,5,5,0.8,0.4,0.275,0.030164382,28,1,4,1.6409812
dT40,3.55,3.55,28.772415,75.257722,290.62544,0.25895091,0.75892424,5,5,0.8,0.45,0.3,0.018814594,32,1,5,1.6501724
dT40,3.56,3.56,28.924724,75.961759,290.61014,0.26138716,0.75380412,5,7,0.8,0.325,0.45,0.0046952459,29,1,5,1.6572652
dT40,3.57,3.57,28.880429,74.121258,289.76286,0.25579972,0.75120856,4,6,0.85,0.475,0.25,0.045252307,26,1,5,1.663111
dT40,3.58,3.58,28.828346,75.069815,288.02123,0.26063986,0.7497136,5,5,0.8,0.425,0.375,0.016723518,28,1,5,1.6358796
dT40,3.59,3.59,28.690275,75.119185,290.24896,0.25880949,0.76004535,4,6,0.825,0.45,0.3,0.035918798,24,1,3,1.6409261
dT40,3.6,3.6,28.604082,75.508969,292.15114,0.25845858,0.7585011,4,8,0.85,0.375,0.375,0.034117313,25,1,2,1.64845
dT40,3.61,3.61,28.808778,75.234214,288.51619,0.26076254,0.75430237,5,7,0.8,0.375,0.3,0.027165494,27,1,3,1.645258
dT40,3.62,3.62,28.991241,75.991249,287.59221,0.26423264,0.75706189,5,6,0.8,0.4,0.325,0.02421899,27,1,7,1.6340043
dT40,3.63,3.63,28.90959,75.694501,291.1989,0.25994089,0.75449222,4,6,0.85,0.475,0.325,0.011522039,27,1,6,1.6326825
dT40,3.64,3.64,28.698738,73.960237,289.31032,0.25564327,0.73916171,5,7,0.8,0.425,0.275,0.017686405,27,1,7,1.645546
dT40,3.65,3.65,28.839571,75.154653,291.87667,0.2574877,0.74819913,3,7,0.875,0.425,0.375,0.029022945,23,1,4,1.6727698
dT40,3.66,3.66,28.889345,74.926723,293.00715,0.25571636,0.74526492,4,6,0.825,0.5,0.35,0.0082403789,30,1,4,1.6639284
dT40,3.67,3.67,28.874229,75.447261,293.24924,0.25728033,0.74175365,5,7,0.8,0.35,0.375,0.01299992,27,1,5,1.6708695
dT40,3.68,3.68,28.846063,75.296968,295.88828,0.2544777,0.74958902,4,7,0.85,0.4,0.35,0.017864391,27,0,6,1.6619362
dT40,3.69,3.69,28.715441,74.871421,291.46838,0.25687665,0.73295959,3,6,0.85,0.4,0.375,0.01241218,26,0,3,1.6328163
dT40,3.7,3.7,29.02118,76.020478,290.97485,0.26126134,0.74867646,3,7,0.85,0.4,0.375,0.026835081,28,0,2,1.6629975
dT40,3.71,3.71,29.267918,76.71787,294.24654,0.26072649,0.75090044,4,7,0.85,0.4,0.25,0.049737294,25,1,5,1.6328505
dT40,3.72,3.72,29.046379,74.519717,290.97537,0.25610317,0.73730934,4,7,0.85,0.35,0.25,0.043811362,27,0,5,1.64162
dT40,3.73,3.73,28.687959,73.018098,292.12273,0.24995692,0.72177194,4,8,0.85,0.35,0.275,0.05120831,25,1,5,1.6452104
dT40,3.74,3.74,28.679842,73.915427,292.99274,0.25227733,0.72085903,4,6,0.85,0.5,0.225,0.051196316,28,1,6,1.6443714
dT40,3.75,3.75,28.588969,72.222268,288.97749,0.24992351,0.7095423,4,7,0.85,0.45,0.275,0.070716973,28,1,4,1.656897
dT40,3.76,3.76,28.801385,72.599686,286.31571,0.25356515,0.72172777,4,7,0.85,0.4,0.35,0.075378356,27,1,3,1.6461702
dT40,3.77,3.77,29.055705,72.804387,291.9789,0.24934811,0.72183131,3,5,0.9,0.575,0.325,0.039083621,26,1,5,1.6577556
dT40,3.78,3.78,29.173026,74.917132,289.09507,0.25914358,0.74211732,4,6,0.85,0.5,0.375,0.057401264,28,1,4,1.6471479
dT40,3.79,3.79,28.992515,74.017517,286.57814,0.2582804,0.74103867,4,7,0.85,0.5,0.35,0.047068729,26,1,6,1.6521768
dT40,3.8,3.8,28.701835,74.062161,289.33224,0.25597618,0.73718108,4,5,0.85,0.575,0.225,0.0045431555,27,1,5,1.6771665
dT40,3.81,3.81,28.518916,74.262498,288.89739,0.25705493,0.74496625,4,6,0.85,0.5,0.25,0.033219814,27,1,5,1.6648603
dT40,3.82,3.82,28.660553,73.778389,294.03008,0.25092123,0.75576242,4,7,0.85,0.5,0.25,0.010215404,27,1,2,1.6499392
dT40,3.83,3.83,28.548451,73.495765,293.9486,0.25002931,0.74329106,3,7,0.875,0.475,0.175,0.028819037,25,0,2,1.6495894
dT40,3.84,3.84,28.575883,73.669756,292.32945,0.25200935,0.75344454,3,6,0.85,0.55,0.225,-0.012040045,27,2,5,1.6388937
dT40,3.85,3.85,28.814153,75.764613,294.01037,0.25769367,0.7546622,4,8,0.85,0.4,0.2,0.016688469,29,1,6,1.6412325
dT40,3.86,3.86,28.711916,74.60688,291.88278,0.25560562,0.74669665,4,7,0.85,0.45,0.275,-0.0057813421,30,1,5,1.6702858
dT40,3.87,3.87,28.77165,74.587117,289.86995,0.25731235,0.743539,4,7,0.85,0.5,0.275,0.005717823,28,1,5,1.6477332
dT40,3.88,3.88,28.486128,72.864604,293.95408,0.24787751,0.73767324,4,7,0.85,0.45,0.15,0.0058353839,26,1,4,1.6967836
dT40,3.89,3.89,28.375904,72.300825,295.04009,0.24505424,0.72131041,4,7,0.85,0.45,0.175,0.0014477492,26,1,5,1.6699076
dT40,3.9,3.9,28.544705,73.965388,293.39915,0.25209816,0.74376867,4,7,0.85,0.4,0.325,0.017839092,29,1,3,1.6601188
dT40,3.91,3.91,28.515843,73.255348,291.36208,0.25142375,0.73855491,3,7,0.85,0.4,0.25,0.01459131,27,0,3,1.6702727
dT40,3.92,3.92,28.46902,72.158616,291.38236,0.24764236,0.72341509,4,7,0.85,0.4,0.225,0.030708057,30,1,7,1.6584388
dT40,3.93,3.93,28.392899,71.360427,295.72536,0.24130642,0.72678861,3,7,0.875,0.425,0.275,0.016930777,29,1,6,1.6399455
dT40,3.94,3.94,28.815626,72.810529,294.09004,0.24757904,0.7335912,3,6,0.9,0.45,0.325,0.034103172,28,1,4,1.6379006
dT40,3.95,3.95,28.48968,72.600701,294.63237,0.24641115,0.72625881,3,6,0.9,0.5,0.225,0.055279044,27,0,1,1.6410572
dT40,3.96,3.96,28.58864,73.172499,292.2091,0.25041143,0.72218177,4,6,0.85,0.45,0.225,0.0052920736,26,1,5,1.6559039
dT40,3.97,3.97,28.394742,73.522146,293.43495,0.25055688,0.72609283,4,7,0.85,0.4,0.2,0.019509243,28,1,4,1.6753888
dT40,3.98,3.98,28.729555,75.125066,293.86164,0.25564774,0.72922953,4,6,0.85,0.45,0.2,0.012822337,26,0,3,1.6387147
dT40,3.99,3.99,28.691994,75.075679,293.50655,0.25578877,0.74970668,4,6,0.85,0.45,0.2,0.04282767,26,1,5,1.6269907
dT40,4,4,28.56954,75.427756,291.40986,0.25883735,0.7717907,4,7,0.85,0.4,0.25,-0.0054270573,26,1,3,1.6577259
dT40,4.01,4.01,28.575135,75.635375,293.37685,0.25780962,0.770351,4,7,0.85,0.4,0.225,0.0064432821,28,1,6,1.6397002
dT40,4.02,4.02,28.609384,75.893641,294.57101,0.25764124,0.77318133,4,7,0.85,0.35,0.375,-0.00060635673,23,1,6,1.6489286
dT40,4.03,4.03,28.410814,74.978119,296.08744,0.25322965,0.76628736,4,7,0.85,0.4,0.3,0.0026163694,27,1,6,1.6479919
dT40,4.04,4.04,28.654739,74.806427,297.91813,0.25109726,0.76818127,4,7,0.85,0.45,0.35,0.030964022,27,1,6,1.6563327
dT40,4.05,4.05,28.609172,76.481248,293.72919,0.26038014,0.77421613,4,5,0.85,0.425,0.3,0.037583519,26,1,7,1.6853621
dT40,4.06,4.06,28.677984,76.900146,294.39966,0.26121004,0.77447023,4,5,0.85,0.45,0.3,0.0020749043,25,1,5,1.6682345
dT40,4.07,4.07,28.757337,75.472806,298.6627,0.25270248,0.77452176,4,7,0.85,0.35,0.275,0.0097810717,26,1,4,1.6396117
dT40,4.08,4.08,28.485693,75.514856,296.91496,0.2543316,0.76942977,4,7,0.85,0.35,0.325,0.047225116,27,1,5,1.6699656
dT40,4.09,4.09,28.582046,75.916483,296.94615,0.25565741,0.75698674,4,7,0.85,0.4,0.325,0.02273266,28,1,6,1.6854303
dT40,4.1,4.1,28.646206,75.984471,295.66633,0.25699399,0.74003341,4,7,0.85,0.4,0.3,0.010253649,26,1,6,1.6252149
dT40,4.11,4.11,28.687888,75.969025,295.92869,0.25671396,0.74417602,4,7,0.85,0.4,0.3,0.018365321,25,1,5,1.6682309
dT40,4.12,4.12,28.771253,75.804211,294.16894,0.25768938,0.73987216,4,7,0.85,0.45,0.325,0.026161128,26,1,3,1.6478105
dT40,4.13,4.13,28.714359,75.885154,295.60389,0.2567123,0.74399785,4,6,0.85,0.5,0.3,0.020508215,24,0,4,1.6445245
dT40,4.14,4.14,28.820601,76.057596,291.78256,0.26066532,0.74179816,5,5,0.8,0.5,0.375,0.060630653,23,1,4,1.6677292
dT40,4.15,4.15,28.718625,75.943882,294.36949,0.2579883,0.72240277,4,7,0.85,0.475,0.35,0.028095817,26,1,6,1.6495638
dT40,4.16,4.16,29.015988,75.472318,295.73143,0.2552056,0.71704321,5,4,0.775,0.475,0.275,0.057932254,25,1,6,1.6613536
dT40,4.17,4.17,29.268244,77.663167,295.44884,0.26286502,0.71688259,5,6,0.8,0.4,0.35,0.063456931,25,1,5,1.6813975
dT40,4.18,4.18,29.233908,77.720119,294.66867,0.26375426,0.71924792,4,5,0.85,0.525,0.3,0.061794784,27,1,5,1.6680657
dT40,4.19,4.19,29.042598,77.066285,295.00604,0.2612363,0.71685702,6,5,0.75,0.425,0.3,0.052807544,25,1,4,1.6389813
dT40,4.2,4.2,29.03271,76.172287,299.5735,0.25426911,0.71304079,4,6,0.85,0.525,0.25,0.066310271,27,0,4,1.6570432
dT40,4.21,4.21,28.722322,75.213216,298.49955,0.25197095,0.71994198,4,6,0.85,0.5,0.275,0.066846959,27,1,4,1.635567
dT40,4.22,4.22,28.609696,76.602585,297.09749,0.25783652,0.72618741,4,6,0.85,0.525,0.325,0.053087313,25,1,4,1.6388515
dT40,4.23,4.23,28.872862,76.646021,297.87884,0.25730603,0.72021173,5,6,0.8,0.45,0.325,0.038201965,28,1,6,1.6782731
dT40,4.24,4.24,28.949542,76.849818,296.59337,0.25910835,0.72608784,4,6,0.85,0.5,0.275,0.039094836,28,1,4,1.6605365
dT40,4.25,4.25,28.426337,75.251655,299.67322,0.25111238,0.71745479,4,6,0.85,0.5,0.375,0.026678075,28,1,4,1.6456136
dT40,4.26,4.26,28.543868,76.415504,298.24092,0.25622072,0.72104625,4,5,0.85,0.55,0.35,0.031455111,29,0,4,1.6518281
dT40,4.27,4.27,28.364547,76.059196,300.301,0.25327653,0.72395655,3,5,0.9,0.6,0.325,0.044468236,28,1,6,1.6404204
dT40,4.28,4.28,28.262717,75.737668,302.55778,0.25032464,0.71341561,4,6,0.85,0.45,0.3,0.0444153,29,1,5,1.6509386
dT40,4.29,4.29,28.28246,75.063335,299.58969,0.25055379,0.71332786,4,6,0.85,0.5,0.25,0.07860977,24,1,4,1.658999
dT40,4.3,4.3,28.029378,74.5645,299.87321,0.24865342,0.7103437,4,5,0.85,0.5,0.35,0.075364854,29,1,5,1.6490723
dT40,4.31,4.31,28.112569,74.863804,297.97088,0.25124537,0.70309407,4,7,0.85,0.45,0.325,0.045079877,28,1,3,1.6475056
dT40,4.32,4.32,28.144302,76.006572,299.70558,0.25360412,0.71269142,3,6,0.85,0.475,0.2,0.052186491,27,1,5,1.6438406
dT40,4.33,4.33,28.025657,76.275255,300.78453,0.25358769,0.71362991,4,5,0.85,0.55,0.325,0.053664319,28,1,4,1.6529435
dT40,4.34,4.34,27.461116,74.839849,298.60477,0.2506318,0.70806067,4,5,0.85,0.5,0.3,0.05735406,31,1,6,1.6493544
dT40,4.35,4.35,27.782558,76.171161,300.74863,0.25327185,0.70391546,3,5,0.875,0.575,0.25,0.06258388,29,1,5,1.6443084
dT40,4.36,4.36,27.609291,74.970126,299.19443,0.25057327,0.70217527,4,6,0.85,0.45,0.25,0.060477505,28,1,5,1.660743
dT40,4.37,4.37,27.385118,73.686425,299.60408,0.245946,0.68814742,3,5,0.9,0.55,0.35,0.066756314,29,1,4,1.6590893
dT40,4.38,4.38,27.292024,72.393808,300.54228,0.24087728,0.69275814,4,5,0.85,0.45,0.175,0.069030846,29,1,5,1.6358292
dT40,4.39,4.39,27.586309,73.644306,299.64827,0.24576917,0.69302724,4,5,0.85,0.5,0.35,0.081598716,33,1,7,1.6468999
dT40,4.4,4.4,27.403606,73.079886,298.17522,0.24509041,0.69869414,4,5,0.85,0.55,0.25,0.074574825,30,1,4,1.6429819
dT40,4.41,4.41,27.015002,72.601903,299.00805,0.24280919,0.6986641,4,5,0.85,0.5,0.325,0.076028736,32,0,5,1.6660784
dT40,4.42,4.42,27.337236,74.2907,298.35725,0.24899915,0.69688815,4,5,0.85,0.45,0.35,0.066858833,33,1,6,1.6562588
dT40,4.43,4.43,27.345118,74.805984,298.09284,0.25094861,0.70460572,4,4,0.85,0.6,0.325,0.037789913,32,1,6,1.6625546
dT40,4.44,4.44,27.369819,74.809246,298.0492,0.2509963,0.69219834,3,7,0.85,0.45,0.275,0.056941504,33,1,7,1.6590109
dT40,4.45,4.45,27.187812,73.996667,297.13741,0.24903181,0.68466012,3,7,0.875,0.45,0.3,0.030512392,33,1,5,1.6665417
