step,time_ns,rg_A,end_to_end_A,lead_z_A,tail_z_A,dna_COM_z_A,lead_radius_A,lead_above_cis_CA_plane_A,c1_below_trans_CA_plane,minimum_DNA_protein_heavy_A,contact_pairs_3p5A,contacting_DNA_residues_3p5A,contacting_protein_atoms_3p5A,stacked_adjacent_pairs_ring_centers,dna_max_bond_A,nearest_DNA_image_A
1900000,1.9,24.737573246448566,51.09130353374082,88.67887238397844,138.92810405032355,114.04103718152919,6.050310698934411,7.179992673400605,0,2.5764782770909624,12,3,7,9,1.6477037239380898,126.81661549152685
1925000,1.9249999999999998,24.64664195616368,52.872491635414164,87.55434480074125,139.34314518886458,114.14944011949882,6.523342204586172,6.055465090163409,0,2.614597085596924,7,4,7,11,1.6301074376253333,127.49219208871654
1950000,1.95,24.60888932170053,52.33508841902153,87.94893566125174,139.08190167283624,113.9006706948421,6.559760040591187,6.4500559506738995,0,2.6944315098580467,9,2,7,12,1.63886435297745,126.4785438290822
1975000,1.9749999999999999,24.698532110247008,53.70247123615509,86.9306892276417,139.5756459869171,114.12273197569588,6.004201173609032,5.431809517063854,0,2.8793281882342776,5,2,5,13,1.6589255884861562,128.0571184322446
2000000,2.0,24.69940058762731,53.34837115000537,86.82215477980911,139.21951467057,114.12854290860297,7.010885449929723,5.323275069231272,0,2.640834170791405,10,3,7,12,1.635913610902843,127.06405867285639
2025000,2.025,24.523252967830114,53.779700901063876,86.48258427944901,139.4643470093598,113.68432612703715,6.8592600228658815,4.983704568871175,0,2.599051437548039,10,3,9,10,1.6286980696106774,127.8271633778978
2050000,2.05,24.439861319338753,53.00929898277379,86.90396520281763,139.11488776243408,113.54854258863882,6.661093150912495,5.405085492239792,0,3.007515121065312,10,3,7,11,1.642665576162143,126.84573208256842
2075000,2.0749999999999997,24.345524477353194,52.556444648329055,86.58422402861866,138.50120510773485,113.30279733785368,5.871133825080672,5.085344318040825,0,2.6837685158562827,8,3,6,12,1.6306929271428645,126.41393809698268
2100000,2.1,24.346149635473306,51.19302422278901,87.17935606673774,137.6449183519374,113.47421148366018,6.198617762496955,5.6804763561599,0,2.862688777723496,8,4,6,13,1.6319441414456621,126.4221078837306
2125000,2.125,24.658643110223057,53.24348133684928,86.0568371921448,138.81690117488986,113.33558300942825,6.458607772505424,4.557957481566959,0,2.670876869649958,16,3,11,11,1.656459342713539,125.35377232378693
2150000,2.15,24.863706731502106,51.936846313610395,86.98153958891287,138.48822784148115,113.42892974081072,6.590038673380509,5.482659878335028,0,2.5977103086762376,14,4,12,11,1.657991087393789,125.05025380795743
2175000,2.175,24.578238862019578,51.29374839445411,88.35261496593853,138.77883727759234,113.4695771683251,7.414591353938016,6.853735255360689,0,2.579335603309733,9,3,6,11,1.6584364036942052,125.28358695802714
2200000,2.1999999999999997,24.45657734987863,49.22760166219677,90.40995586908,138.90572663926318,114.20390817587288,7.727127814999755,8.911076158502155,0,2.6293636628595793,6,3,6,11,1.6518827393602256,124.83338061424519
2225000,2.225,24.5482941028763,50.19057539353775,88.39413246231538,137.86111186229027,113.5884243743176,8.073518263879166,6.895252751737544,0,2.722502382858642,8,3,6,10,1.6595085783278263,123.89777237838139
2250000,2.25,24.277095426430353,48.62531532758408,90.1767312169311,138.06738739741627,113.96759185759147,7.677106451437263,8.677851506353264,0,2.9866287457285297,7,2,6,10,1.6467739113341155,124.33739589598224
2275000,2.275,24.158830176457084,47.57760722447154,91.28570412582957,138.18677883736248,113.73464940305001,6.589662387080304,9.78682441525173,0,2.6607728038197505,12,4,9,13,1.6503341426908336,124.05411172567705
2300000,2.3,24.318072751063294,47.63482530922983,91.53235688980624,138.81041094680958,114.25146935019274,6.367085308955701,10.033477179228399,0,2.650556497756982,15,4,11,13,1.6493895683990467,123.29615998560601
2325000,2.3249999999999997,24.013872030608244,47.46051022246596,90.83564646029636,137.7620994803989,113.82870241728668,7.955542499389493,9.336766749718521,0,2.6822645781300025,13,4,8,9,1.6430133924225476,123.9688452480019
2350000,2.35,23.82932630911444,45.71411253432718,91.37966330970968,136.66220272804736,113.65298137342053,7.5294021468662935,9.880783599131846,0,2.7434904491099488,13,4,9,10,1.644477637046832,125.7886256752832
2375000,2.375,23.76508881618803,47.22190572522176,90.78805467514758,137.30540384761446,113.34849859804974,9.13040457620579,9.289174964569739,0,2.9613863375743312,8,3,7,9,1.6541054918976252,124.94272863583765
2400000,2.4,23.657059238892472,47.89250844336082,88.75380746640819,136.11085814574767,112.82880667302577,7.7862259068457265,7.2549277558303515,0,2.8116886761217983,8,2,6,13,1.6469254484290863,125.45711594352365
2425000,2.425,23.337388166821462,46.48961813710654,90.14775220786505,135.87844016756634,112.74778843234694,6.1448382973538,8.648872497287215,0,2.6952662737566824,5,2,5,12,1.652491658568245,125.58983859899968
2450000,2.4499999999999997,22.986395102604604,44.43084232010536,90.99548596472275,134.46668784509006,112.4198388934536,5.623093693390772,9.496606254144908,0,2.6075712125050834,12,4,10,10,1.6380185589127498,125.74227884757902
2475000,2.475,22.738371110939628,44.6656450586131,90.93266142327451,134.63286231367266,112.281960016725,5.60599497074233,9.433781712696671,0,2.531993635536478,19,3,13,10,1.6607202680256636,124.99359147516884
2500000,2.5,22.544314933445378,43.30065457756184,90.93245342821973,133.55238952235914,111.8816116586009,5.934754328512523,9.433573717641892,0,2.888432075473997,12,4,9,10,1.6465238134967723,124.87757829163449
2525000,2.525,22.71118602688939,44.79045228220179,91.13105152388715,134.9491898013468,112.58174087362742,5.096882078415301,9.632171813309313,0,2.6129805568829743,9,2,7,10,1.6310130966292369,124.80706637047243
2550000,2.55,23.05964926255446,45.64735081316697,90.56370771992862,135.2971834477729,112.98921290767164,5.414941233419668,9.064828009350776,0,2.8453030459816797,8,3,8,9,1.634647183464243,126.08601543924433
2575000,2.5749999999999997,23.106104917127944,44.787203554166425,91.43136552368185,135.18973549966688,113.1524551076024,5.771789537093922,9.932485813104009,0,2.9089515121347658,7,3,6,10,1.645357484731117,125.08181662970806
2600000,2.6,23.154824930260812,44.79854321378089,90.51748968614149,134.24779811391574,113.18262969560712,6.355924476911167,9.018609975563649,0,2.7095423825701856,5,2,4,12,1.6432098153721884,123.81628517138516
2625000,2.625,23.447514588398807,45.38583784193696,90.18235548328222,134.47563377519688,113.31264081875597,5.606879872079789,8.683475772704384,0,2.6666397550505065,8,4,5,12,1.6726277633852338,125.55175825471771
2650000,2.65,23.598766648294582,46.778183284554146,89.20548217266716,134.83760214676226,113.0588042986186,6.339377464096492,7.706602462089322,0,2.5626293812179095,11,4,8,13,1.6582720384550622,124.71270971518229
2675000,2.675,23.649606206413445,47.45679270157857,88.72900271571697,134.74959313044423,112.92331656196745,5.434321696425161,7.230123005139134,0,2.636607750405353,20,4,12,14,1.680983601006637,125.387500452367
2700000,2.6999999999999997,23.75320781000684,48.30395611758307,87.95462186650816,134.94095499651172,112.81493702048697,5.889725950407425,6.455742155930324,0,2.692018380778836,14,4,12,12,1.6432918511652121,126.02361623421886
2725000,2.725,23.70301579013216,46.63358405888469,89.51354335727214,134.82215207456977,112.59622478359383,6.130941735749617,8.014663646694302,0,2.590139026366016,11,2,8,13,1.6593581271368902,124.50026855092311
2750000,2.75,23.440921121521747,46.13947373826613,89.27692162609029,134.14634515675743,112.72061362628043,6.04820654258326,7.778041915512446,0,2.679224334199329,10,3,9,11,1.6785575841474163,125.48413987068002
2775000,2.775,23.238861047358778,44.246352782379475,91.23513489978788,133.89417585545476,112.93720617953727,5.382577228428704,9.736255189210041,0,2.9269640361633438,6,4,6,13,1.6451835769120913,125.35004707494413
2800000,2.8,23.08917423470548,46.50945432981662,90.0341029835012,134.6282582280867,112.7364635259227,5.141878170865041,8.53522327292336,0,2.56485833637709,11,3,7,12,1.6647949932600747,125.05436091350387
2825000,2.8249999999999997,23.249356184237993,45.01392970837999,91.47593348367204,135.1413662355445,112.86500545833994,4.653824792200202,9.977053773094198,0,2.5895953308529047,8,3,8,13,1.660270816371067,124.72929193721258
2850000,2.85,22.552895377632396,43.48051142333321,92.25420597526409,133.69214123886684,112.20251577409834,5.069834641879139,10.755326264686246,0,2.729448702904901,6,3,6,13,1.6392920052148094,125.82620020009568
2875000,2.875,22.584882180248385,43.12926625203291,92.8142503496025,134.02333656860338,112.22647307053035,5.199872649120075,11.315370639024664,0,2.663260903800348,16,4,12,10,1.6748119155962453,126.21852636132806
2900000,2.9,22.55518457504147,42.53548554008588,92.709236529681,133.90512588833627,112.08859385155054,5.932821840921166,11.210356819103154,0,2.652394845145866,12,3,9,13,1.6540354048399695,127.36864569316872
2925000,2.925,22.631279490058546,42.34944995368751,94.323035135952,135.21050702973037,113.05159907378454,5.7513740826810995,12.824155425374158,0,2.8251877226718154,12,4,10,11,1.6677992095988923,127.61946621118075
2950000,2.9499999999999997,22.618526684065117,41.73269290444486,94.02937709282355,133.9492583202147,112.66899412108754,5.092825748967963,12.530497382245713,0,2.62051708732732,11,3,9,12,1.649204413536547,128.25455373488572
2975000,2.9749999999999996,22.787777368597293,41.183343118178314,93.99269643802444,133.2512119052809,112.57532048799762,4.830727902999134,12.4938167274466,0,2.884204998147812,10,3,7,13,1.6335940967119496,126.91504309783475
3000000,3.0,22.64722916607947,38.6101974033387,96.52154275297497,133.55257624367215,112.83950883052555,6.3666967454118115,15.022663042397127,0,2.6165339172216795,23,3,12,10,1.6712626232521721,126.83816545824972
3025000,3.025,23.10806565404146,41.32817267445488,94.70642728098318,134.63590951694334,112.90421184452515,6.838591704392421,13.207547570405339,0,2.646006407291475,14,4,9,10,1.6381792760590839,126.34220799273083
3050000,3.05,23.22128405475995,41.83483120676486,93.67356969559945,134.02278795724163,113.19575944897029,6.4399572021068145,12.174689985021615,0,2.920478073072591,6,2,5,13,1.6804557442436763,126.98777051619211
3075000,3.0749999999999997,23.40637009039896,43.20051173545467,93.31843082428395,134.68633854438286,113.17301918534167,5.673268095641078,11.819551113706112,0,2.7848797364396214,9,4,7,12,1.6574776231569843,127.63383279229136
3100000,3.0999999999999996,23.35977794712137,42.83876885034192,94.37453210210376,135.76257036237405,113.89045949384723,6.0714606475449235,12.875652391525918,0,2.7769870884718366,8,3,8,12,1.6457157326161724,127.97976530446327
3125000,3.125,23.586913247649612,44.665709020146195,93.87717230308259,136.98216544176495,114.382178053833,5.45235813978213,12.37829259250475,0,2.642544015215842,13,3,9,11,1.661603798466451,126.8116232125864
3150000,3.15,23.814570206928448,44.190156055924916,94.72779440450608,137.6469933103735,114.66201192820813,5.579946092839055,13.228914693928246,0,2.741573437707641,11,3,9,13,1.640795913692793,128.17260097121803
3175000,3.175,24.105983212623467,44.42788233688018,94.5565484539167,137.94796956862723,114.7414252053184,6.264946213998693,13.057668743338866,0,2.7530660112724568,8,3,8,13,1.654082347334437,128.2941713485286
3200000,3.1999999999999997,24.011311527264226,43.71636299919577,94.76925676164126,137.8947226273844,115.06762738123612,6.494129226594829,13.27037705106342,0,2.6941309158417965,8,3,7,13,1.6553061614185696,127.62553991637539
3225000,3.2249999999999996,24.440072501805044,44.387940599626255,94.66513462716965,138.39355369988516,115.2283448523518,6.841780630658904,13.16625491659181,0,2.8042150724238546,15,3,13,12,1.6314886061159284,127.07453956055375
3250000,3.25,23.99832648911128,42.210671421332066,94.7534896480884,136.4269153044313,114.51482242990627,7.56703043468979,13.254609937510565,0,2.8010014600717597,13,3,10,13,1.6334976608736012,126.6669615090042
3275000,3.275,24.1260628824889,42.56360063156366,95.27649237096719,137.09828490458412,114.66478143992288,7.001910567200488,13.777612660389352,0,2.6822825081456934,11,3,9,13,1.6499006875299869,126.54893852487385
3300000,3.3,24.23987166146452,43.43055426432503,94.74505160071732,137.54955718562005,114.30712236757041,6.829812632479818,13.246171890139479,0,2.6582684486594594,9,4,7,13,1.646860083674,126.8277891698312
